Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month
176558.0,USB-C Charging Cable,2.0,11.95,04/19/19 08:46,"917 1st St, Dallas, TX 75001",April
176559.0,Bose SoundSport Headphones,1.0,99.99,04/07/19 22:30,"682 Chestnut St, Boston, MA 02215",April
176560.0,Google Phone,1.0,600.0,04/12/19 14:38,"669 Spruce St, Los Angeles, CA 90001",April
176560.0,Wired Headphones,1.0,11.99,04/12/19 14:38,"669 Spruce St, Los Angeles, CA 90001",April
176561.0,Wired Headphones,1.0,11.99,04/30/19 09:27,"333 8th St, Los Angeles, CA 90001",April
176562.0,USB-C Charging Cable,1.0,11.95,04/29/19 13:03,"381 Wilson St, San Francisco, CA 94016",April
176563.0,Bose SoundSport Headphones,1.0,99.99,04/02/19 07:46,"668 Center St, Seattle, WA 98101",April
176564.0,USB-C Charging Cable,1.0,11.95,04/12/19 10:58,"790 Ridge St, Atlanta, GA 30301",April
176565.0,Macbook Pro Laptop,1.0,1700.0,04/24/19 10:38,"915 Willow St, San Francisco, CA 94016",April
176566.0,Wired Headphones,1.0,11.99,04/08/19 14:05,"83 7th St, Boston, MA 02215",April
176567.0,Google Phone,1.0,600.0,04/18/19 17:18,"444 7th St, Los Angeles, CA 90001",April
176568.0,Lightning Charging Cable,1.0,14.95,04/15/19 12:18,"438 Elm St, Seattle, WA 98101",April
176569.0,27in 4K Gaming Monitor,1.0,389.99,04/16/19 19:23,"657 Hill St, Dallas, TX 75001",April
176570.0,AA Batteries (4-pack),1.0,3.84,04/22/19 15:09,"186 12th St, Dallas, TX 75001",April
176571.0,Lightning Charging Cable,1.0,14.95,04/19/19 14:29,"253 Johnson St, Atlanta, GA 30301",April
176572.0,Apple Airpods Headphones,1.0,150.0,04/04/19 20:30,"149 Dogwood St, New York City, NY 10001",April
176573.0,USB-C Charging Cable,1.0,11.95,04/27/19 18:41,"214 Chestnut St, San Francisco, CA 94016",April
176574.0,Google Phone,1.0,600.0,04/03/19 19:42,"20 Hill St, Los Angeles, CA 90001",April
176574.0,USB-C Charging Cable,1.0,11.95,04/03/19 19:42,"20 Hill St, Los Angeles, CA 90001",April
176575.0,AAA Batteries (4-pack),1.0,2.99,04/27/19 00:30,"433 Hill St, New York City, NY 10001",April
176576.0,Apple Airpods Headphones,1.0,150.0,04/28/19 11:42,"771 Ridge St, Los Angeles, CA 90001",April
176577.0,Apple Airpods Headphones,1.0,150.0,04/04/19 19:25,"260 Spruce St, Dallas, TX 75001",April
176578.0,Apple Airpods Headphones,1.0,150.0,04/09/19 23:35,"513 Church St, Boston, MA 02215",April
