Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month
259358.0,34in Ultrawide Monitor,1.0,379.99,10/28/19 10:56,"609 Cherry St, Dallas, TX 75001",October
259359.0,27in 4K Gaming Monitor,1.0,389.99,10/28/19 17:26,"225 5th St, Los Angeles, CA 90001",October
259360.0,AAA Batteries (4-pack),2.0,2.99,10/24/19 17:20,"967 12th St, New York City, NY 10001",October
259361.0,27in FHD Monitor,1.0,149.99,10/14/19 22:26,"628 Jefferson St, New York City, NY 10001",October
259362.0,Wired Headphones,1.0,11.99,10/07/19 16:10,"534 14th St, Los Angeles, CA 90001",October
259363.0,AAA Batteries (4-pack),1.0,2.99,10/01/19 18:55,"976 Lake St, New York City, NY 10001",October
259364.0,Wired Headphones,1.0,11.99,10/29/19 11:02,"874 North St, Los Angeles, CA 90001",October
259365.0,Lightning Charging Cable,1.0,14.95,10/29/19 11:19,"127 12th St, Los Angeles, CA 90001",October
259366.0,Apple Airpods Headphones,1.0,150.0,10/20/19 11:52,"955 9th St, Los Angeles, CA 90001",October
259367.0,Apple Airpods Headphones,1.0,150.0,10/16/19 16:19,"742 14th St, San Francisco, CA 94016",October
259368.0,27in FHD Monitor,1.0,149.99,10/13/19 13:47,"960 Ridge St, Boston, MA 02215",October
259369.0,USB-C Charging Cable,1.0,11.95,10/26/19 10:54,"538 Johnson St, Portland, OR 97035",October
259370.0,20in Monitor,1.0,109.99,10/28/19 23:56,"528 Forest St, San Francisco, CA 94016",October
259371.0,iPhone,1.0,700.0,10/26/19 12:12,"306 Main St, Los Angeles, CA 90001",October
259372.0,Wired Headphones,1.0,11.99,10/17/19 11:07,"434 Madison St, San Francisco, CA 94016",October
259373.0,27in FHD Monitor,1.0,149.99,10/31/19 20:15,"924 Church St, San Francisco, CA 94016",October
259374.0,Apple Airpods Headphones,1.0,150.0,10/17/19 22:14,"784 6th St, Los Angeles, CA 90001",October
259375.0,USB-C Charging Cable,1.0,11.95,10/10/19 08:53,"557 Forest St, San Francisco, CA 94016",October
259376.0,27in FHD Monitor,1.0,149.99,10/12/19 00:03,"218 14th St, San Francisco, CA 94016",October
259377.0,Bose SoundSport Headphones,1.0,99.99,10/23/19 16:49,"88 Main St, Boston, MA 02215",October
259378.0,Lightning Charging Cable,1.0,14.95,10/18/19 16:45,"997 1st St, Boston, MA 02215",October
259379.0,27in 4K Gaming Monitor,1.0,389.99,10/09/19 13:15,"148 Lincoln St, San Francisco, CA 94016",October
259380.0,Apple Airpods Headphones,1.0,150.0,10/19/19 12:21,"424 North St, San Francisco, CA 94016",October
259381.0,ThinkPad Laptop,1.0,999.99,10/25/19 08:44,"887 12th St, New York City, NY 10001",October
259382.0,Wired Headphones,1.0,11.99,10/18/19 14:16,"605 Ridge St, New York City, NY 10001",October
259383.0,Apple Airpods Headphones,1.0,150.0,10/13/19 12:32,"597 6th St, Los Angeles, CA 90001",October
259384.0,ThinkPad Laptop,1.0,999.99,10/29/19 23:22,"383 Cedar St, Dallas, TX 75001",October
259385.0,Lightning Charging Cable,1.0,14.95,10/28/19 15:28,"892 1st St, Los Angeles, CA 90001",October
259386.0,Lightning Charging Cable,1.0,14.95,10/16/19 21:39,"966 Hickory St, Los Angeles, CA 90001",October
259387.0,Bose SoundSport Headphones,1.0,99.99,10/01/19 13:58,"695 6th St, New York City, NY 10001",October
259388.0,AA Batteries (4-pack),1.0,3.84,10/12/19 13:15,"948 Forest St, San Francisco, CA 94016",October
259389.0,AAA Batteries (4-pack),1.0,2.99,10/17/19 14:14,"661 Maple St, Dallas, TX 75001",October
259390.0,Lightning Charging Cable,1.0,14.95,10/08/19 12:35,"134 Cherry St, Atlanta, GA 30301",October
259391.0,Google Phone,1.0,600.0,10/24/19 12:51,"374 Hill St, Dallas, TX 75001",October
259392.0,Wired Headphones,1.0,11.99,10/19/19 15:26,"374 Forest St, Los Angeles, CA 90001",October
259393.0,AA Batteries (4-pack),1.0,3.84,10/22/19 20:35,"2 13th St, New York City, NY 10001",October
259394.0,AA Batteries (4-pack),1.0,3.84,10/24/19 18:58,"909 Lake St, Atlanta, GA 30301",October
259395.0,Bose SoundSport Headphones,1.0,99.99,10/13/19 13:55,"235 Adams St, Atlanta, GA 30301",October
